Score,Název,IČO,Město,Kraj,Email,Telefon,Typ,Tier
85,Lékárna LEMON,06084567,Plzeň,Plzeňský kraj,vedouci.plzenslovanska@lekarnalemon.cz,602591976,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Ostrava,Moravskoslezský kraj,ostrava.belskyles@lekarnalemon.cz,724 364 061,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,praha.naporici@lekarnalemon.cz,725511048,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,vedouci.prahasofijskenamesti@lekarnalemon.cz,602 452 066,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Hradec Králové,Královéhradecký kraj,hradeckralove.dukelska@lekarnalemon.cz,725 454 139,Lékárna,Tier 2
85,Lékárna LEMON,06084567,Praha,Praha,praha.zitomirska@lekarnalemon.cz,602 283 774,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,praha.narodni@lekarnalemon.cz,725 116 210,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Ostrava,Moravskoslezský kraj,ostrava.sokolska@lekarnalemon.cz,"597 349 203, 777 753 091",Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,praha.barrandov@lekarnalemon.cz,778 546 603,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,praha.hlavni@lekarnalemon.cz,727923448,Lékárna,Tier 1
85,Lékárna LEMON,06084567,Praha,Praha,praha.klibusi@lekarnalemon.cz,725511313,Lékárna,Tier 1
85,Lékárna Makovského,24799726,Praha,Praha,lek.makovskeho@seznam.cz,235 301 488,Lékárna s OOVL,Tier 1
85,Lékárna MD s.r.o.,60322853,Přerov,Olomoucký kraj,lekarna-md@cmail.cz,581 207 987,Lékárna,Tier 2
85,Lékárna Media,26876892,Přerov,Olomoucký kraj,"info@lekarnamedia.cz, lekarna.media@seznam.cz",581 209 922,Lékárna,Tier 2
85,Lékárna Medica,29254477,Hulín,Olomoucký kraj,lek.hulin@dvouleta.cz,573 350 483,Lékárna,Tier 3
85,Lékárna MEDICAMEN spol.s r.o.,46977791,Třebíč,Jihomoravský kraj,medicamen@seznam.cz,568 841 181,Lékárna,Tier 2
85,Lékárna Medicentrum Praha,06631312,Praha,Praha,lekarna@lekarna-medicentrum.cz,602 375 676,Lékárna,Tier 1
85,Lékárna MEDIPONT PLUS,04521005,České Budějovice,Jihočeský kraj,lekarna@medipontplus.cz,386 322 172,Lékárna,Tier 2
85,Lékárna MG Medical Center,26725754,Opava,Moravskoslezský kraj,opava.ostrozna@benu.cz,552 301 558,Lékárna,Tier 2
85,Lékárna Milosrdných bratří,15531678,Brno,Jihomoravský kraj,lekarna.brno@milosrdni.cz,"543 165 305, 543 165 167, 543 165 450",Lékárna s odb. prac. (LO),Tier 1
85,Lékárna M.K.P. service s.r.o.,25506111,Ivančice,Jihomoravský kraj,lekarna.mkp@seznam.cz,546 451 505,Lékárna,Tier 3
85,Lékárna Modřínová,26253089,Třebíč,Jihomoravský kraj,lekarnamodrinova@gmail.com,568 823 810,Lékárna,Tier 2
85,Lékárna Na Hájku,46974741,Třebíč,Jihomoravský kraj,lekarnanahajku@gmail.com,568 826 980,Lékárna,Tier 2
85,Lékárna Na Holandské,27755053,Znojmo,Jihomoravský kraj,naholandske@lekarnaznojmo.cz,515 227 711,Lékárna,Tier 2
85,Lékárna NA KLADSKÉ,27530981,Hradec Králové,Královéhradecký kraj,kladska@khl.cz,734 588 925,Lékárna,Tier 2
85,Lékárna Na Kopci,25364995,Havířov,Moravskoslezský kraj,lekarna.nakopci@gmail.com,602 774 777,Lékárna,Tier 2
85,Lékárna Na Letné,73122386,Olomouc,Olomoucký kraj,lekarnanaletne@seznam.cz,585 235 273,Lékárna,Tier 2
85,Lékárna Na Mariánském náměstí,27727564,Zlín,Olomoucký kraj,info@lekarnastipa.cz,"577 544 164, 736 215 087",Lékárna,Tier 2
85,Lékárna Na Nádraží,49815148,Hradec Králové,Královéhradecký kraj,lekarna@medika.cz,495 582 670,Lékárna,Tier 2
85,Lékárna Na náměstí,03121798,Beroun,Středočeský kraj,"info@centralnilekarna.cz, leknamesti@iol.cz",311 621 775,Lékárna,Tier 3
85,LÉKÁRNA NA NÁMĚSTÍ,26103991,Týn nad Vltavou,Jihočeský kraj,lekarnananamesti@seznam.cz,734 417 482,Lékárna,Tier 3
85,Lékárna Na Národní,65141679,Havířov,Moravskoslezský kraj,lekarnanarodni@seznam.cz,596 811 115,Lékárna,Tier 2
85,Lékárna Na Odpoledni,03538788,Přerov,Olomoucký kraj,prerov.odpoledni@benu.cz,581 701 331,Lékárna,Tier 2
85,Lékárna Na Pankráci,06154743,Praha,Praha,napankraci@mistnilekarna.cz,"241 405 058, 724 963 170",Lékárna,Tier 1
85,Lékárna Na Petřinách,29147042,Praha,Praha,napetrinach@mojelekarna.cz,235350089,Lékárna (L),Tier 1
85,LÉKÁRNA NA POLIKLINICE MÍSTEK,25864173,Frýdek-Místek,Moravskoslezský kraj,polfm@stavovska.cz,558 900 174,Lékárna,Tier 2
85,Lékárna Na Předměstí,26087481,Třeboň,Jihočeský kraj,lekarna.trebon@internetlekarna.cz,384 724 420,Lékárna,Tier 3
85,Lékárna Na Slavoji,27861911,Mladá Boleslav,Středočeský kraj,info@lekarnanaslavoji.cz,326 323 973,Lékárna,Tier 2
85,Lékárna Na Vápence,06154743,Praha,Praha,navapence@mistnilekarna.cz,222 712 921,Lékárna,Tier 1
85,Lékárna Na Žižkově,47124733,Praha,Praha,lekarna@nskz.cz,221 012 201,Lékárna (L),Tier 1
85,Lékárna OC Sever,86733036,Ústí nad Labem,Ústecký kraj,"lekarna-sever@ustipost.cz, usti.mirovenam@benu.cz",475 201 290,Lékárna,Tier 2
85,Lékárna Olympia,28637933,Ostrava,Moravskoslezský kraj,lekarnaolympia@email.cz,596 515 345,Lékárna,Tier 1
85,Lékárna Ormiga,27727564,Zlín,Olomoucký kraj,info@lekarnaormiga.cz,"576 000 235, 733 721 539",Lékárna,Tier 2
85,Lékárna Papírová,27354644,Liberec,Liberecký kraj,papirova@lekarnaliberec.cz,481 120 400,Lékárna,Tier 2
85,Lékárna Petrovice,27288790,Petrovice,Ústecký kraj,lekpetro@seznam.cz,777 665 562,Lékárna,Tier 3
85,Lékárna Petřkovice,02256487,Ostrava,Moravskoslezský kraj,lekarna.petrkovice@seznam.cz,596 133 294,Lékárna,Tier 1
85,Lékárna Pharmacia,06448666,Praha,Praha,pharmacia@magistraliterpharma.cz,273 130 881,Lékárna,Tier 1
85,Lékárna Pod Orlem,26841291,Frýdek-Místek,Moravskoslezský kraj,lekarna@podorlem.cz,558 621 702,Lékárna,Tier 2
85,Lékárna Pod Strání s.r.o.,27526275,Hradec Králové,Královéhradecký kraj,lekarna.podstrani@seznam.cz,774 271 422,Lékárna,Tier 2
85,Lékárna Poliklinika Slovany,10824383,Plzeň,Plzeňský kraj,slovany.plzen@lekia.cz,733 689 493,Lékárna,Tier 1
85,Lékárna Prosek,28495306,Praha,Praha,lekarnice@poliklinikaprosek.cz,266 010 257,Lékárna s odb. prac. (LO),Tier 1
85,Lékárna Pyrám,87730049,Hradec Králové,Královéhradecký kraj,lekarna.pyram@seznam.cz,792 261 818,Lékárna,Tier 2
85,Lékárna REMEDIA s.r.o.,07060351,Olomouc,Olomoucký kraj,"lekarna.remedia@centrum.cz, info@lekarnaremedia.cz",585415385,Lékárna,Tier 2
85,Lékárna ResTrial,27194051,Praha,Praha,lekarna.modrany@restrial.com,"733 710 014, 257 320 488",Lékárna,Tier 1
85,Lékárna ResTrial,27194051,Praha,Praha,lekarna.bohnice@restrial.com,255711611,Lékárna,Tier 1
85,Lékárna Rovniny,25383639,Hlučín,Moravskoslezský kraj,rovniny@krategus.cz,"595 046 512, 724 218 040",Lékárna,Tier 3
85,Lékárna Serpiente,05929105,Praha,Praha,info@lekarnaserpiente.cz,704 974 064,Lékárna,Tier 1
85,Lékárna Skvrňany,25216791,Plzeň,Plzeňský kraj,skvrnany@devetsil.cz,373033093,Lékárna,Tier 1
85,Lékárna Slunce,29366003,Praha,Praha,lek.slunce@seznam.cz,257 920 961,Lékárna,Tier 1
85,Lékárna Slunce v Lékařském domě,29450390,Zlín,Olomoucký kraj,mail@lekarnaslunce.cz,"577 012 707, 775 553 623",Lékárna,Tier 2
85,Lékárna sv. Josefa,26826011,Český Těšín,Moravskoslezský kraj,lekarna@lekarnasvjosefa.cz,558 741 923,Lékárna,Tier 3
85,Lékárna SVITAVA,27746747,Blansko,Jihomoravský kraj,lekarna-svitava@seznam.cz,723 902 299,Lékárna,Tier 3
85,Lékárna Typos,08369062,Brno,Jihomoravský kraj,stefanikova@lekarnatypos.cz,"731770958, 733640135, 778437811",Lékárna,Tier 1
85,Lékárna U Alberta,27832848,Litovel,Zlínský kraj,lekarnalspp@email.cz,"585 341 201, 585 341 202",Lékárna,Tier 3
85,Lékárna U Divadla,25902423,Opava,Moravskoslezský kraj,info@lekarna-opava.cz,553 621 624,Lékárna,Tier 2
85,Lékárna U Dráhy,14707420,Praha,Praha,lekarna@cencora.cz,296 567 701,Lékárna,Tier 1
85,Lékárna U Kaple,26849143,Dolní Benešov,Moravskoslezský kraj,lekarnaukaple@seznam.cz,553 652 953,Lékárna,Tier 3
85,Lékárna U Kaštanu,04200853,Praha,Praha,info@lekarnaukastanu.cz,725 720 015,Lékárna,Tier 1
85,Lékárna U krále Jiřího,04763050,Praha,Praha,lekarnajiri@seznam.cz,222 725 012,Lékárna,Tier 1
85,Lékárna U Lávky,05063485,Praha,Praha,info@lekarnaulavky.cz,251550344,Lékárna,Tier 1
85,Lékárna U Lidušky,28376269,Praha,Praha,lekarnaliduska@poliklinikapraha.cz,773 760 506,Lékárna,Tier 1
85,Lékárna U Mariánského kostela,27767833,Frýdek-Místek,Moravskoslezský kraj,lekarnamariapharm@seznam.cz,558 633 190,Lékárna,Tier 2
85,Lékárna U nemocnice,00844853,Karviná,Moravskoslezský kraj,lek.unemocnice@nspka.cz,596 383 379,Lékárna,Tier 2
85,Lékárna U Pekáren,27354644,Liberec,Liberecký kraj,upekaren@lekarnaliberec.cz,485 105 898,Lékárna,Tier 2
85,Lékárna U Permonu,27856721,Havířov,Moravskoslezský kraj,upermonu@seznam.cz,596 411 077,Lékárna,Tier 2
85,Lékárna U Polikliniky,28856406,Jičín,Královéhradecký kraj,lekarna.jc-hus@seznam.cz,"491 202 212, 702 272 811",Lékárna,Tier 3
85,LÉKÁRNA U RAKA Pardubice s.r.o.,25995511,Pardubice,Pardubický kraj,lekarna.u.raka@seznam.cz,602 716 989,Lékárna,Tier 2
85,Lékárna U Revmatologického ústavu,00023728,Praha,Praha,lekarna@revma.cz,"234 075 262, 234 075 264, 234 075 261",Lékárna (L),Tier 1
85,Lékárna U sv. Mořice s.r.o.,06564895,Olomouc,Olomoucký kraj,info@lekarna-moric.cz,"585 221 552, 585 225 367",Lékárna,Tier 2
85,Lékárna U sv. Vavřince,26873991,Paskov,Moravskoslezský kraj,vavri-nec@volny.cz,558 671 052,Lékárna,Tier 3
85,Lékárna U Zlatého hada PharmDr. Jolana Široká s.r.o.,29457840,Přerov,Olomoucký kraj,"zlaty.had@seznam.cz, lekarna@lekarnauzlatehohada.cz, lekarna@lekarnauzlatehohada.cz, zlaty.had@seznam.cz","581 209 475, 581209475",Lékárna,Tier 2
85,Lékárna Ve věžičkách,05620791,Ostrava,Moravskoslezský kraj,vevezickach@seznam.cz,596 933 271,Lékárna (L),Tier 1
85,Lékárna Veronica,28637933,Opava,Moravskoslezský kraj,lekarna.veronica@email.cz,553 711 753,Lékárna,Tier 2
85,Lékárna Vita,19668384,Brno,Jihomoravský kraj,lekarnavita@seznam.cz,549 213 876,Lékárna,Tier 1
85,LÉKÁRNA ZAMZAM,27211223,Praha,Praha,zamzam@email.cz,251 817 928,Lékárna s OOVL,Tier 1
85,Lékárna Zdice,27082440,Zdice,Středočeský kraj,lekarna.zdice@alza.cz,777471507,Lékárna,Tier 3
85,Lékárna 2.0,05488885,Brno,Jihomoravský kraj,lekarna2.0@email.cz,731 743 096,Lékárna,Tier 1
85,Magistra Lékárna Na Trojce,24801011,Pardubice,Pardubický kraj,Magistra.lekarna.na3@seznam.cz,736 755 844,Lékárna,Tier 2
85,Magistra Lékárna Opatov,24801011,Praha,Praha,magistra.lekarna.opatov@seznam.cz,730 840 150,Lékárna s OOVL,Tier 1
85,Michálkovická lékárna,28616570,Ostrava,Moravskoslezský kraj,lekarnamichalkovice@email.cz,596 231 088,Lékárna s OOVL,Tier 1
85,Moje lékárna Na Fryštátské,28594983,Karviná,Moravskoslezský kraj,ece@post.cz,602 659 942,Lékárna,Tier 2
85,MORAVACOP spol. s r.o.,18188982,Kroměříž,Olomoucký kraj,horny@apatyka.net,573 330 442,Lékárna,Tier 3
85,Na náměstí,62233491,Šluknov,Ústecký kraj,"m.bradova@worldonline.cz, lekarna.sluknov@seznam.cz",412 386 626,Lékárna,Tier 3
85,Na Prokopce,74260430,Děčín,Ústecký kraj,brucha@centrum.cz,"412 514 173, 602 664 940",Lékárna,Tier 2
85,Na Růžovém vrchu,26345757,Karlovy Vary,Karlovarský kraj,vary@ipcnet.cz,"353 230 244, 607 036 328",Lékárna,Tier 2
85,naše lékárna,06378510,Brno,Jihomoravský kraj,stranskeho@naselekarnabrno.cz,"530 505 864, 778 598 022",Lékárna s OOVL,Tier 1
85,NOBIS Lékárna Poliklinika Zahradníkova,09878351,Brno,Jihomoravský kraj,polza@nobislekarny.cz,604 270 027,Lékárna,Tier 1
85,Pharmacentrum Budějovická,03661989,Praha,Praha,"pharmacentrum@mediconpharm.cz, tereza@mojetabletka.cz","261 006 330, 261 006 336",Lékárna s odb. prac. (LO),Tier 1
85,Pharmacentrum Háje,03661989,Praha,Praha,haje@pharmacentrum.cz,227 777 327,Lékárna,Tier 1
85,Pharmacentrum Holešovice,03661989,Praha,Praha,pharmacentrum.holesovice@mediconpharm.cz,"227 777 699, 734 760 473",Lékárna,Tier 1
85,Pharmacentrum Vysočany,03661989,Praha,Praha,vysocany@pharmacentrum.cz,"227 777 322, 227 777 321",Lékárna (L),Tier 1
85,Pilulka Lékárna,03615278,Praha,Praha,lekarna.senovazne@pilulka.cz,770 184 767,Lékárna,Tier 1
85,REVMAVITA s.r.o.,29318611,Zlín,Olomoucký kraj,lekarna@revmavita.cz,607087673,Lékárna,Tier 2
85,SALVIA - lékárna s.r.o.,60706961,Zlín,Olomoucký kraj,lekarna@salviazlin.cz,731 495 738,Lékárna,Tier 2
85,SALVUS,26317664,Karlovy Vary,Karlovarský kraj,lekarna.salvus@volny.cz,353 221 808,Lékárna,Tier 2
85,"Shop Apotheke, Standort Pilsen",22107312,Blatnice,Plzeňský kraj,Lekarna.blatnice@redcare-pharmacy.com,735 730 005,Lékárna,Tier 3
85,U Luny,27262812,Teplice,Ústecký kraj,lazenska.h@seznam.cz,417 562 532,Lékárna,Tier 2
85,U sv. Jana Nepomuckého,25209213,Plzeň,Plzeňský kraj,sabadilanep@seznam.cz,377 423 200,Lékárna s OOVL,Tier 1
85,U Zlatého mamuta,03559891,Přerov,Olomoucký kraj,zlaty.mamut@gmail.com,581 211 033,Lékárna,Tier 2
85,Všeobecná lékárna,03572102,Praha,Praha,lekarna@vseobecnylekar.cz,286 880 001,Lékárna,Tier 1
80,Adamova lékárna,06378510,Praha,Praha,adamovalekarna@seznam.cz,224 238 901,Lékárna s OOVL,Tier 1
80,AMBRA,29444489,Ostrava,Moravskoslezský kraj,jberkova@volny.cz,725 973 322,Lékárna,Tier 1
80,Arnika,26850362,Ostrava,Moravskoslezský kraj,lekarna.arnika@seznam.cz,596 634 008,Lékárna,Tier 1
80,BENU Lékárna,49621173,Tábor,Jihočeský kraj,tabor.octesco@benu.cz,705 837 344,Lékárna,Tier 2
80,BENU Lékárna,49621173,Jihlava,Kraj Vysočina,jihlava.citypark@benu.cz,731 638 158,Lékárna,Tier 2
80,BENU Lékárna,49621173,Havířov,Moravskoslezský kraj,havirov.kochova@benu.cz,703 462 227,Lékárna,Tier 2
80,BENU Lékárna,49621173,Příbram,Středočeský kraj,pribram.ockaufland@benu.cz,703 462 248,Lékárna,Tier 2
80,BENU Lékárna,49621173,Ústí nad Labem,Ústecký kraj,usti.ockaufland@benu.cz,703 462 220,Lékárna,Tier 2
80,BENU Lékárna,49621173,České Budějovice,Jihočeský kraj,cbudejovice.ocigy@benu.cz,705 837 327,Lékárna,Tier 2
80,BENU Lékárna,49621173,České Budějovice,Jihočeský kraj,cbudejovice.ockaufland2@benu.cz,703 462 276,Lékárna,Tier 2
80,BENU Lékárna,49621173,Zlín,Olomoucký kraj,zlin.octerno@benu.cz,705 837 302,Lékárna,Tier 2
80,BENU Lékárna,49621173,České Budějovice,Jihočeský kraj,cbudejovice.occtyridvory@benu.cz,703 462 267,Lékárna,Tier 2
80,BENU Lékárna,49621173,Most,Ústecký kraj,most.budovatelu@benu.cz,703 462 224,Lékárna,Tier 2
80,BENU Lékárna,49621173,Karviná,Moravskoslezský kraj,karvina.ockaufland@benu.cz,703 462 217,Lékárna,Tier 2
80,BENU Lékárna,49621173,Karlovy Vary,Karlovarský kraj,kvary.ockaufland@benu.cz,703 462 218,Lékárna,Tier 2
80,BENU Lékárna,49621173,Olomouc,Olomoucký kraj,olomouc.occity@benu.cz,705 837 301,Lékárna,Tier 2
80,BENU Lékárna,49621173,Chomutov,Ústecký kraj,chomutov.occentral@benu.cz,703 462 268,Lékárna,Tier 2
80,BENU Lékárna,02674602,Děčín,Ústecký kraj,decin.bezrucova@benu.cz,705837307,Lékárna,Tier 2
80,BENU Lékárna,49621173,Olomouc,Olomoucký kraj,olomouc.jeremenkova@benu.cz,703 462 261,Lékárna,Tier 2
80,BENU Lékárna,49621173,Přerov,Olomoucký kraj,prerov.lipnicka@benu.cz,705 837 317,Lékárna,Tier 2
80,BENU Lékárna,49621173,Olomouc,Zlínský kraj,olomouc.kafkova@benu.cz,705 837 323,Lékárna,Tier 2
80,BENU Lékárna,49621173,Chrášťany,Středočeský kraj,chrastany.eshop@benu.cz,605929918,Lékárna,Tier 3
80,BENU Lékárna,49621173,České Budějovice,Jihočeský kraj,cbudejovice.mlynska@benu.cz,703 462 285,Lékárna,Tier 2
80,BENU Lékárna,49621173,Karviná,Moravskoslezský kraj,karvina.ockorso@benu.cz,705837319,Lékárna,Tier 2
80,BENU Lékárna,49621173,České Budějovice,Jihočeský kraj,cbudejovice.nadrazni@benu.cz,705 837 324,Lékárna,Tier 2
80,BENU Lékárna,49621173,Havířov,Moravskoslezský kraj,havirov.ockaufland@benu.cz,731 638 171,Lékárna,Tier 2
80,"BENU Lékárna, OC Billa",49621173,Jihlava,Kraj Vysočina,jihlava.ocbilla@benu.cz,703462254,Lékárna,Tier 2
80,"BENU Lékárna, OC BILLA",49621173,Olomouc,Olomoucký kraj,olomouc.jeremiasova@benu.cz,703 462 277,Lékárna,Tier 2
80,"BENU Lékárna, OC Kaufland",49621173,Znojmo,Jihomoravský kraj,znojmo.ockaufland2@benu.cz,703 462 245,Lékárna,Tier 2
80,BENU lékárna Pharm & Herb,09235191,Prostějov,Zlínský kraj,jaroslav.pec@pharmaherb.cz,777 434 720,Lékárna,Tier 2
80,BIOTIKA LÉKÁRNA,61498807,Nehvizdy,Středočeský kraj,lekarna@biotika-bohemia.cz,604 266 256,Lékárna,Tier 3
80,Dejvická lékárna ARNIKA,49357476,Praha,Praha,dejvicka.lekarnaarnika@iex.cz,224 323 786,Lékárna,Tier 1
80,Dr. Max LÉKÁRNA,28511298,Opava,Moravskoslezský kraj,opava.ufortny@drmax.cz,225574571,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Tábor,Jihočeský kraj,Lek736@drmax.cz,225 574 736,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Jihočeský kraj,LEK760@drmax.cz,225 574 760,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Zlín,Olomoucký kraj,Lek508@drmax.cz,225 574 508,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Jihočeský kraj,lek628@drmax.cz,225 574 628,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Karviná,Moravskoslezský kraj,lek655@drmax.cz,"225 574 655, 597 359 358",Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Jihočeský kraj,LEK685@drmax.cz,225 574 685,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Opava,Moravskoslezský kraj,lek621@drmax.cz,"225 574 621, 553 871 199",Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Karviná,Moravskoslezský kraj,lek585@drmax.cz,225574585,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Opava,Moravskoslezský kraj,opava.krnovska@drmax.cz,"734 860 299, 225 574 506",Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Ostrava,Moravskoslezský kraj,"ostrava.17listopadu@drmax.cz, lek371@drmax.cz",225574371,Lékárna (L),Tier 1
80,Dr. Max LÉKÁRNA,28511298,Opava,Moravskoslezský kraj,opava.tesinska@drmax.cz,"225574601, 597 490 039",Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Karviná,Moravskoslezský kraj,lek683@drmax.cz,225 574 683,Lékárna,Tier 2
80,Dr. Max LÉKÁRNA,28511298,Opava,Moravskoslezský kraj,opava@drmax.cz,225 574 006,Lékárna s OOVL,Tier 2
80,Dr.Max e-laboratoř,28511298,Praha,Praha,LEK650@drmax.cz,225 574 650,Lékárna s odb. prac. (LO),Tier 1
80,Dr.Max LÉKÁRNA,28511298,Nučice,Středočeský kraj,lek600@drmax.cz,739616201,Lékárna,Tier 3
80,Dr.Max LÉKÁRNA,28511298,Ústí nad Labem,Ústecký kraj,lek546@drmax.cz,225574546,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Olomouc,Olomoucký kraj,lek639@drmax.cz,225574639,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Olomouc,Olomoucký kraj,LEK654@drmax.cz,225574654,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Prostějov,Zlínský kraj,lek637@drmax.cz,225574637,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Ústí nad Labem,Ústecký kraj,LEK684@drmax.cz,225 574 684,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Přerov,Olomoucký kraj,"prerov.lipnicka@drmax.cz, lek311@drmax.cz",225574311,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Jihlava,Kraj Vysočina,lek617@drmax.cz,225574617,Lékárna,Tier 2
80,Dr.Max LÉKÁRNA,28511298,Jihlava,Kraj Vysočina,lek690@drmax.cz,225 574 690,Lékárna,Tier 2
80,EUC Lékárna,48169820,Hradec Králové,Královéhradecký kraj,lekarna.hradeckralove@euc.cz,495 865 322,Lékárna (L),Tier 2
80,EUC Lékárna,60917415,Pardubice,Pardubický kraj,lekarna.rokycanova.pardubice@euc.cz,464 007 660,Lékárna (L),Tier 2
80,EUC Lékárna,62740482,Ústí nad Labem,Ústecký kraj,lekarna.ustinadlabem@euc.cz,477102104,Lékárna s odb. prac.,Tier 2
80,EUC Lékárna,60726636,Zlín,Olomoucký kraj,lekarna.zlin@euc.cz,571 857 130,Lékárna (L),Tier 2
80,EUC Lékárna,60917415,Olomouc,Olomoucký kraj,lekarna.olomouc@euc.cz,588519074,Lékárna,Tier 2
80,EUC Lékárna Kladno,47539771,Kladno,Středočeský kraj,lekarna.kladno@euc.cz,312 247 804,Lékárna,Tier 2
80,EUPHRASIA lékárny s.r.o.,21370281,Ořechov,Jihomoravský kraj,lekarnaorechov@euphrasia.cz,547 225 483,Lékárna,Tier 3
80,FARMAKO spol. s r. o.,46982833,Jihlava,Kraj Vysočina,lekarnafarmako@lekarenskyholding.cz,567 573 031,Lékárna s OOVL,Tier 2
80,Fit Lékárna,43965474,Olomouc,Olomoucký kraj,fitlekarna@seznam.cz,730 778 301,Lékárna s OOVL,Tier 2
80,HORŇÁCKÁ LÉKÁRNA s.r.o.,27795306,Velká nad Veličkou,Jihomoravský kraj,hornackalekarna@centrum.cz,518 329 212,Lékárna s OOVL,Tier 3
80,Lékárna,49925458,Brno,Jihomoravský kraj,bvitkovic@volny.cz,"541 211 728, 602 542 734",Lékárna,Tier 1
80,LÉKÁRNA AGEL,25319141,Opava,Moravskoslezský kraj,lekarna.opava@rph.agel.cz,727934295,Lékárna s OOVL,Tier 2
80,Lékárna AGEL Brno Kamenice,25319141,Brno,Jihomoravský kraj,lekarna.brno.kamenice@rph.agel.cz,720 853 225,Lékárna (L),Tier 1
80,Lékárna Anenská,25375121,Frýdek-Místek,Moravskoslezský kraj,lekarna.anenska@azlekarna.cz,739 317 266,Lékárna (L) s OOVL,Tier 2
80,Lékárna Bělohorská,24815071,Praha,Praha,lekarna.belohorska@seznam.cz,"252 549 480, 602 268 181",Lékárna,Tier 1
80,Lékárna Běloruská,60359277,Brno,Jihomoravský kraj,marsilha@centrum.cz,547 210 388,Lékárna,Tier 1
80,Lékárna Březinky,64254305,Jihlava,Kraj Vysočina,lekarnabrezinky@lekarenskyholding.cz,"720 040 638, 561 207 570",Lékárna,Tier 2
80,Lékárna Bučovice,21370311,Bučovice,Jihomoravský kraj,lekarnabucovice@euphrasia.cz,517 380 005,Lékárna,Tier 3
80,Lékárna Cyrmex Pohořelice II,28292481,Pohořelice,Jihomoravský kraj,pohorelice2@cyrmex.cz,533 555 655,Lékárna,Tier 3
80,Lékárna Hanspaulka,16884515,Praha,Praha,lekarna@hanspaulka.net,233 332 854,Lékárna,Tier 1
80,Lékárna Herčíkova,26918978,Brno,Jihomoravský kraj,lekarnahercikova@seznam.cz,549 245 606,Lékárna,Tier 1
80,LÉKÁRNA HORNÍ LÁN,64086747,Olomouc,Olomoucký kraj,lekarna@horni-lan.cz,601 100 001,Lékárna,Tier 2
80,Lékárna Hronov,27490963,Hronov,Pardubický kraj,lekarnahronovsro@gmail.com,491 483 528,Lékárna s OOVL,Tier 3
80,Lékárna ipc Modřany,25277961,Praha,Praha,lekarna.modrany@ipcnet.cz,736 771 912,Lékárna (L),Tier 1
80,Lékárna ipc U Rolavy,25277961,Karlovy Vary,Karlovarský kraj,urolavy@ipcnet.cz,734 573 940,Lékárna,Tier 2
80,Lékárna Jamborova,29284988,Brno,Jihomoravský kraj,lekarnajamborova@seznam.cz,548 539 147,Lékárna,Tier 1
80,Lékárna Jemelkova,26274493,Brno,Jihomoravský kraj,jemelkova@leram.cz,"547246232, 725180164",Lékárna,Tier 1
80,Lékárna Jih,26854392,Ostrava,Moravskoslezský kraj,lekarna.jih@seznam.cz,596 710 258,Lékárna,Tier 1
80,Lékárna Lemon,06084567,Ústí nad Labem,Ústecký kraj,ustinadlabem.masarykova@lekarnalemon.cz,725 509 112,Lékárna,Tier 2
80,Lékárna Lemon,06084567,Ústí nad Labem,Ústecký kraj,ustinadlabem.vjircharich@lekarnalemon.cz,602 135 291,Lékárna,Tier 2
80,Lékárna LEMON,06084567,České Budějovice,Jihočeský kraj,budejovice.suchomelska@lekarnalemon.cz,725 315 026,Lékárna,Tier 2
80,Lékárna LEMON,06084567,Zlín,Olomoucký kraj,"zlin.namestiprace@lekarnalemon.cz, vedouci.zlinnamestiprace@lekarnalemon.cz",727923452,Lékárna,Tier 2
80,Lékárna LEMON,06084567,Havířov,Moravskoslezský kraj,havirov.podlesi@lekarnalemon.cz,601530345,Lékárna,Tier 2
