Score,Název,IČO,Město,Ulice,PSČ,Kraj,Email,Telefon,Web,Typ,Zásilkový,E-recept,Lékárník,Tier,eWay Status
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Lannova tř. 87/43,37001,Jihočeský kraj,LEK760@drmax.cz,225 574 760,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Ivana Štrbáňová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Zlín,Rašínova 183,76001,Olomoucký kraj,Lek508@drmax.cz,225 574 508,www.drmax.cz,Lékárna,Ne,Ne,PharmDr. Marcela Holanová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Strakonická 2907,37004,Jihočeský kraj,lek628@drmax.cz,225 574 628,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Jana Matošková,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Karviná,Žižkova 2017/1b,73301,Moravskoslezský kraj,lek655@drmax.cz,"225 574 655, 597 359 358",www.drmax.cz,Lékárna,Ne,Ne,Mgr. Dana Sichová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,České Budějovice,Nádražní 1759,37001,Jihočeský kraj,LEK685@drmax.cz,225 574 685,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Hana Kropáčková,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Opava,Olomoucká 2995/121,74601,Moravskoslezský kraj,lek621@drmax.cz,"225 574 621, 553 871 199",www.drmax.cz,Lékárna,Ne,Ne,Mgr. Jitka Svobodová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Karviná,tř. Těreškovové 2233/28,73401,Moravskoslezský kraj,lek585@drmax.cz,225574585,http://www.drmax.cz,Lékárna,Ne,Ne,Mgr. Halina Křižanová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Opava,Krnovská 739/165a,74707,Moravskoslezský kraj,opava.krnovska@drmax.cz,"734 860 299, 225 574 506",http://www.drmax.cz,Lékárna,Ne,Ne,Mgr. Lukáš Zuzaňák,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Ostrava,17. listopadu 641/22,70800,Moravskoslezský kraj,"ostrava.17listopadu@drmax.cz, lek371@drmax.cz",225574371,http://www.drmax.cz,Lékárna (L),Ne,Ne,Mgr. Lucie Puchnerová,Tier 1,unknown
80,Dr. Max LÉKÁRNA,28511298,Opava,Těšínská 2914/44,74601,Moravskoslezský kraj,opava.tesinska@drmax.cz,"225574601, 597 490 039",http://www.drmax.cz,Lékárna,Ne,Ne,Mgr. Veronika Hřivnáčová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Karviná,Nádražní 1936/4,73301,Moravskoslezský kraj,lek683@drmax.cz,225 574 683,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Mariola Polochová,Tier 2,unknown
80,Dr. Max LÉKÁRNA,28511298,Opava,Hlučínská 1605/49,74705,Moravskoslezský kraj,opava@drmax.cz,225 574 006,http://www.drmax.cz,Lékárna s OOVL,Ne,Ano,Mgr. Dagmar Navrátilová,Tier 2,unknown
80,Dr.Max e-laboratoř,28511298,Praha,Makovského 1349/2a,16300,Praha,LEK650@drmax.cz,225 574 650,http://www.drmax.cz,Lékárna s odb. prac. (LO),Ne,Ne,PharmDr. Petr Harant,Tier 1,unknown
80,Dr.Max LÉKÁRNA,28511298,Nučice,K Vypichu 497,25216,Středočeský kraj,lek600@drmax.cz,739616201,http://www.drmax.cz,Lékárna,Ano,Ne,PharmDr. Jan Bureš,Tier 3,unknown
80,Dr.Max LÉKÁRNA,28511298,Ústí nad Labem,Revoluční 456/28,40001,Ústecký kraj,lek546@drmax.cz,225574546,http://www.drmax.cz,Lékárna,Ne,Ne,PharmDr. Lucie Chabrová,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Olomouc,Hněvotínská 984/56,77900,Olomoucký kraj,lek639@drmax.cz,225574639,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Eva Hladílková,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Olomouc,Kafkova 1223/8,77900,Olomoucký kraj,LEK654@drmax.cz,225574654,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Eva Škodová,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Prostějov,Karlov 2389/1,79601,Zlínský kraj,lek637@drmax.cz,225574637,http://drmax.cz,Lékárna,Ne,Ne,Mgr. Michaela Snídalová,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Ústí nad Labem,U Pivovarské zahrady 793/5,40007,Ústecký kraj,LEK684@drmax.cz,225 574 684,http://www.drmax.cz,Lékárna,Ne,Ne,Mgr. Petra Kořínková,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Přerov,Lipnická 2936/4,75002,Olomoucký kraj,"prerov.lipnicka@drmax.cz, lek311@drmax.cz",225574311,www.drmax.cz,Lékárna,Ne,Ne,Mgr. Soňa Rolná,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Jihlava,Pelhřimovská 70/3,58601,Kraj Vysočina,lek617@drmax.cz,225574617,https://www.drmax.cz/,Lékárna,Ne,Ne,Mgr. Lenka Bajtová,Tier 2,unknown
80,Dr.Max LÉKÁRNA,28511298,Jihlava,Romana Havelky 4857/3,58601,Kraj Vysočina,lek690@drmax.cz,225 574 690,https://www.drmax.cz/,Lékárna,Ne,Ne,Mgr. Gabriela Najmanová,Tier 2,unknown
80,EUC Lékárna,48169820,Hradec Králové,Bratří Štefanů 895/1,50003,Královéhradecký kraj,lekarna.hradeckralove@euc.cz,495 865 322,http://www.euc.cz,Lékárna (L),Ne,Ano,Mgr. Igor Simon,Tier 2,unknown
80,EUC Lékárna,60917415,Pardubice,Rokycanova 2798,53002,Pardubický kraj,lekarna.rokycanova.pardubice@euc.cz,464 007 660,http://www.euc.cz,Lékárna (L),Ne,Ano,Mgr. Irena Záhornická,Tier 2,unknown
80,EUC Lékárna,62740482,Ústí nad Labem,Masarykova 2000/92,40001,Ústecký kraj,lekarna.ustinadlabem@euc.cz,477102104,https://euc.cz/nase-zarizeni/lekarny/euc-lekarna-usti-nad-labem/,Lékárna s odb. prac.,Ne,Ano,Mgr. Kateřina Bartošová,Tier 2,unknown
80,EUC Lékárna,60726636,Zlín,třída Tomáše Bati 5135,76001,Olomoucký kraj,lekarna.zlin@euc.cz,571 857 130,http://www.euc.cz,Lékárna (L),Ne,Ano,PharmDr. Hana Kolumberová,Tier 2,unknown
80,EUC Lékárna,60917415,Olomouc,Wellnerova 1215/3a,77900,Olomoucký kraj,lekarna.olomouc@euc.cz,588519074,www.euc.cz,Lékárna,Ne,Ne,Mgr. Lucie Tolarová,Tier 2,unknown
80,EUC Lékárna Kladno,47539771,Kladno,Huťská 211,27201,Středočeský kraj,lekarna.kladno@euc.cz,312 247 804,http://www.euc.cz,Lékárna,Ne,Ne,PharmDr. Michaela Černá,Tier 2,unknown
80,EUPHRASIA lékárny s.r.o.,21370281,Ořechov,Pavlíkova 240/67,66444,Jihomoravský kraj,lekarnaorechov@euphrasia.cz,547 225 483,https://www.euphrasia.cz/,Lékárna,Ano,Ne,Mgr. Luka Živkovič,Tier 3,unknown
80,FARMAKO spol. s r. o.,46982833,Jihlava,Masarykovo náměstí 1097/33,58601,Kraj Vysočina,lekarnafarmako@lekarenskyholding.cz,567 573 031,https://www.lekarnafarmako.cz/,Lékárna s OOVL,Ne,Ano,Mgr. Markéta Krčálová,Tier 2,unknown
80,Fit Lékárna,43965474,Olomouc,Družební 768/2b,77900,Olomoucký kraj,fitlekarna@seznam.cz,730 778 301,www.fitlekarna.com,Lékárna s OOVL,Ne,Ano,PharmDr. Lucie Šantavá,Tier 2,unknown
80,HORŇÁCKÁ LÉKÁRNA s.r.o.,27795306,Velká nad Veličkou,155,69674,Jihomoravský kraj,hornackalekarna@centrum.cz,518 329 212,http://www.hornackalekarna.cz,Lékárna s OOVL,Ano,Ano,Mgr. Gabriela Spáčilová,Tier 3,unknown
80,Lékárna,49925458,Brno,Štefánikova 850/23,60200,Jihomoravský kraj,bvitkovic@volny.cz,"541 211 728, 602 542 734",,Lékárna,Ne,Ano,PharmDr. Boris Vítkovič,Tier 1,unknown
80,LÉKÁRNA AGEL,25319141,Opava,Partyzánská 1521/7,74705,Moravskoslezský kraj,lekarna.opava@rph.agel.cz,727934295,http://www.lekarna.agel.cz,Lékárna s OOVL,Ne,Ano,Mgr. Lenka Winklerová,Tier 2,unknown
80,Lékárna AGEL Brno Kamenice,25319141,Brno,Kamenice 811/32,62500,Jihomoravský kraj,lekarna.brno.kamenice@rph.agel.cz,720 853 225,https://lekarna.agel.cz/,Lékárna (L),Ne,Ne,PharmDr. Hana Pekárková,Tier 1,unknown
80,Lékárna Anenská,25375121,Frýdek-Místek,Pionýrů 2242,73801,Moravskoslezský kraj,lekarna.anenska@azlekarna.cz,739 317 266,https://www.azlekarna.cz,Lékárna (L) s OOVL,Ano,Ano,Mgr. Miroslav Holeksa,Tier 2,unknown
80,Lékárna Bělohorská,24815071,Praha,Bělohorská 1686/118,16900,Praha,lekarna.belohorska@seznam.cz,"252 549 480, 602 268 181",,Lékárna,Ne,Ano,Mgr. Marie Krejčová,Tier 1,unknown
80,Lékárna Běloruská,60359277,Brno,Běloruská 575/2,62500,Jihomoravský kraj,marsilha@centrum.cz,547 210 388,,Lékárna,Ne,Ano,PharmDr. Marcela Šilhanová,Tier 1,unknown
80,Lékárna Březinky,64254305,Jihlava,Březinova 4420/62a,58601,Kraj Vysočina,lekarnabrezinky@lekarenskyholding.cz,"720 040 638, 561 207 570",https://www.lekarnaturnov.cz/lekarna-brezinky/,Lékárna,Ne,Ne,Mgr. Iveta Vilímová,Tier 2,unknown
80,Lékárna Bučovice,21370311,Bučovice,Slavkovská 92,68501,Jihomoravský kraj,lekarnabucovice@euphrasia.cz,517 380 005,https://www.euphrasia.cz/,Lékárna,Ano,Ne,Mgr. Romana Crháková,Tier 3,unknown
80,Lékárna Cyrmex Pohořelice II,28292481,Pohořelice,Brněnská 1,69123,Jihomoravský kraj,pohorelice2@cyrmex.cz,533 555 655,www.cyrmex.cz,Lékárna,Ano,Ne,Mgr. Lubomír Mach,Tier 3,unknown
80,Lékárna Hanspaulka,16884515,Praha,Krocínovská 801/3,16000,Praha,lekarna@hanspaulka.net,233 332 854,,Lékárna,Ne,Ano,Mgr. Pavel Melichařík,Tier 1,unknown
80,Lékárna Herčíkova,26918978,Brno,Herčíkova 2481/23,61200,Jihomoravský kraj,lekarnahercikova@seznam.cz,549 245 606,,Lékárna,Ne,Ano,PharmDr. Martin Poledňa,Tier 1,unknown
80,LÉKÁRNA HORNÍ LÁN,64086747,Olomouc,Horní lán 1310/10a,77900,Olomoucký kraj,lekarna@horni-lan.cz,601 100 001,horni-lan.cz,Lékárna,Ne,Ne,Mgr. Michal Petřík,Tier 2,unknown
80,Lékárna Hronov,27490963,Hronov,Jiráskova 81,54931,Pardubický kraj,lekarnahronovsro@gmail.com,491 483 528,http://www.lekarnahronov.cz,Lékárna s OOVL,Ano,Ano,PharmDr. Jana Hovorková,Tier 3,unknown
80,Lékárna ipc Modřany,25277961,Praha,Mezi vodami 1955/19,14300,Praha,lekarna.modrany@ipcnet.cz,736 771 912,http://www.ipcgroup.cz,Lékárna (L),Ne,Ne,Mgr. Eva Chárová,Tier 1,unknown
80,Lékárna ipc U Rolavy,25277961,Karlovy Vary,Čankovská 416/7,36005,Karlovarský kraj,urolavy@ipcnet.cz,734 573 940,http://www.ipcgroup.cz,Lékárna,Ne,Ne,PharmDr. Daniel Chládek,Tier 2,unknown
80,Lékárna Jamborova,29284988,Brno,Jamborova 3265/59,61500,Jihomoravský kraj,lekarnajamborova@seznam.cz,548 539 147,,Lékárna,Ne,Ano,Mgr. Alice Pavlíková,Tier 1,unknown
80,Lékárna Jemelkova,26274493,Brno,Jemelkova 693/68,62500,Jihomoravský kraj,jemelkova@leram.cz,"547246232, 725180164",,Lékárna,Ne,Ano,Mgr. Veronika Jahodová,Tier 1,unknown
80,Lékárna Jih,26854392,Ostrava,Horní 1471/57,70030,Moravskoslezský kraj,lekarna.jih@seznam.cz,596 710 258,,Lékárna,Ne,Ano,Mgr. Hana Rabiecová,Tier 1,unknown
80,Lékárna Lemon,06084567,Ústí nad Labem,Masarykova 3127/28,40001,Ústecký kraj,ustinadlabem.masarykova@lekarnalemon.cz,725 509 112,http://www.lekarnalemon.cz,Lékárna,Ne,Ne,Mgr. Dagmar Přibíková,Tier 2,unknown
80,Lékárna Lemon,06084567,Ústí nad Labem,V Jirchářích 62/2,40001,Ústecký kraj,ustinadlabem.vjircharich@lekarnalemon.cz,602 135 291,http://www.lekarnalemon.cz,Lékárna,Ne,Ne,PharmDr. Markéta Stoklasová,Tier 2,unknown
80,Lékárna LEMON,06084567,České Budějovice,Suchomelská 2251,37004,Jihočeský kraj,budejovice.suchomelska@lekarnalemon.cz,725 315 026,www.lekarnalemon.cz,Lékárna,Ne,Ne,Mgr. Šárka Briezstienská,Tier 2,unknown
80,Lékárna LEMON,06084567,Zlín,náměstí Práce 2523,76001,Olomoucký kraj,"zlin.namestiprace@lekarnalemon.cz, vedouci.zlinnamestiprace@lekarnalemon.cz",727923452,www.lekarnalemon.cz,Lékárna,Ne,Ne,PharmDr. Renata Pospíšilová,Tier 2,unknown
80,Lékárna LEMON,06084567,Havířov,Dlouhá třída 1228/44c,73601,Moravskoslezský kraj,havirov.podlesi@lekarnalemon.cz,601530345,http://www.lekarnalemon.cz,Lékárna,Ne,Ne,PharmDr. Jana Rusnoková,Tier 2,unknown
80,Lékárna LEMON,06084567,Opava,Olomoucká 2844/115,74601,Moravskoslezský kraj,opava.olomoucka@lekarnalemon.cz,553 652 506,http://www.lekarny-lemon.cz,Lékárna,Ne,Ne,Mgr. Lucie Štěpánková,Tier 2,unknown
80,Lékárna LEMON,06084567,Zlín,Zahradní 973,76302,Olomoucký kraj,Zlin.malenovice@lekarnalemon.cz,727 922 611,www.lekarnalemon.cz,Lékárna,Ne,Ne,Mgr. Bohdan Šprencl,Tier 2,unknown
80,Lékárna LEMON,06084567,Zlín,Přímá 671,76001,Olomoucký kraj,zlin.prima@lekarnalemon.cz,725 314 821,www.lekarnalemon.cz,Lékárna,Ne,Ne,PharmDr. Marek Páže,Tier 2,unknown
80,Lékárna LEMON,06084567,Karviná,Žižkova 2379/54a,73301,Moravskoslezský kraj,karvina.zizkova@lekarnalemon.cz,777 311 514,lekarnalemon.cz,Lékárna,Ne,Ne,PharmDr. Taťána Murinová,Tier 2,unknown
80,Lékárna Masarykova,26725754,Opava,Masarykova třída 335/22,74601,Moravskoslezský kraj,opava.masarykova@benu.cz,605 530 481,www.benu.cz,Lékárna,Ne,Ne,Mgr. Pavlína Bahenská,Tier 2,unknown
80,Lékárna MEDICENTRUM,26172925,Mělník,Nemocniční 480,27601,Středočeský kraj,melnik.nemocnicni@lekarnalemon.cz,326723019,www.lekarnalemon.cz,Lékárna,Ano,Ne,PharmDr. Mária Kamenická,Tier 3,unknown
80,Lékárna Medipoint,02734125,Frýdek-Místek,Příborská 333,73801,Moravskoslezský kraj,hajkova@medi-point.cz,733 659 652,www.medipoint.cz,Lékárna,Ne,Ne,PharmDr. Martina Slivoníková,Tier 2,unknown
80,LÉKÁRNA MENORA,03326161,Plzeň,Smetanovy sady 80/5,30100,Plzeňský kraj,menora.plzen@lekia.cz,702143788,,Lékárna,Ne,Ano,Mgr. Mirka Ördögová,Tier 1,unknown
80,LÉKÁRNA MODRÝ PAVILON,47975938,Ostrava,Chittussiho 1001/9,71000,Moravskoslezský kraj,lekarna@modrypavilon.cz,597 011 285,,Lékárna,Ne,Ano,PharmDr. Monika Řezníková,Tier 1,unknown
80,Lékárna Na Dědině,25134221,Praha,Žukovského 887/4,16100,Praha,hubbell@volny.cz,233 310 804,,Lékárna,Ne,Ano,PharmDr. Hana Hubbellová,Tier 1,unknown
80,LÉKÁRNA NA FLORENCI,25293117,Praha,Sokolovská 45/16,18600,Praha,pharmamed@volny.cz,224 255 033,,Lékárna,Ne,Ano,Mgr. Vladimíra Pecinová,Tier 1,unknown
80,Lékárna Na Hvězdové,27755053,Znojmo,Hvězdová 3631/10,66902,Jihomoravský kraj,nahvezdove@lekarnaznojmo.cz,515 248 444,https://www.lekarnaznojmo.cz/,Lékárna,Ne,Ne,PharmDr. Antonín Svoboda,Tier 2,unknown
80,Lékárna Na Nábřeží,29459648,Valašské Meziříčí,Mostní 530/15,75701,Olomoucký kraj,info@lekarna-nanabrezi.cz,571 621 807,http://www.lekarna-nanabrezi.cz,Lékárna s OOVL,Ano,Ano,PharmDr. Lenka Hrubá,Tier 3,unknown
80,Lékárna Na náměstí,29155070,Chomutov,náměstí 1. Máje 11/14,43001,Ústecký kraj,chomutov@urticapharm.cz,727 815 319,http://www.appate.cz,Lékárna,Ne,Ne,PharmDr. Dominika Králiková,Tier 2,unknown
80,Lékárna Na náměstí,27695735,Kuřim,Tišnovská 35/2,66434,Jihomoravský kraj,"leknamesti@volny.cz, namesti@lekarnakurim.cz","541 231 654, 606 548 969",http://www.lekarnakurim.cz,Lékárna s OOVL,Ano,Ano,Mgr. Petra Skoupilová,Tier 3,unknown
80,Lékárna Na Obilním trhu,02133997,Brno,Gorkého 70/22,60200,Jihomoravský kraj,lek.obilnak@centrum.cz,541213861,,Lékárna,Ne,Ano,Mgr. Marek Csöllei,Tier 1,unknown
80,Lékárna Na Štolcové,12425842,Brno,Štolcova 438/30,61800,Jihomoravský kraj,markova.vera@tiscali.cz,548 535 139,,Lékárna,Ne,Ano,PharmDr. Věra Marková,Tier 1,unknown
80,Lékárna Neopharm Komunardů,25633741,Praha,Komunardů 1467/40,17000,Praha,komunardu@neopharm.cz,736 500 456,,Lékárna,Ne,Ano,Mgr. Simona Matyášová,Tier 1,unknown
80,Lékárna NIKO,25277961,Hradec Králové,třída Edvarda Beneše 577/86,50012,Královéhradecký kraj,niko@ipcnet.cz,"495 262 454, 495 271 656","http://www.lekarna-ipc.cz, http://www.lekarnaipc.cz, http://www.lekarny-ipc.cz, http://www.lekarnyipc.cz",Lékárna s odb. prac. (LO),Ne,Ano,Mgr. Kateřina Kubíková,Tier 2,unknown
80,Lékárna Nová poliklinika Zbraslav,04471423,Praha,Elišky Přemyslovny 1325,15600,Praha,lekarnapz@seznam.cz,257 310 244,,Lékárna,Ne,Ano,PharmDr. Lucie Sommerová,Tier 1,unknown
80,Lékárna Olšanská,26214920,Praha,Olšanská 2666/7,13000,Praha,lekarna.olsanska@seznam.cz,271 772 106,,Lékárna,Ne,Ano,PharmDr. Magdaléna Binderová,Tier 1,unknown
80,LÉKÁRNA PATRIOT,07737106,České Budějovice,Holečkova 2628/3a,37004,Jihočeský kraj,lekarnapatriot@centrum.cz,384 388 191,http://www.lekarnapatriot.webnode.cz,Lékárna,Ne,Ne,PharmDr. Pavla Červinková,Tier 2,unknown
80,Lékárna Povel,26856328,Olomouc,Janského 464/26,77900,Olomoucký kraj,lekarnapovel@seznam.cz,585 750 040,http://lekarnapovel.cz,Lékárna s OOVL,Ne,Ano,PharmDr. Eva Libichová,Tier 2,unknown
80,LÉKÁRNA PŘED ŠPITÁLEM,26103991,České Budějovice,B. Němcové 610/39,37001,Jihočeský kraj,lekarnapredspitalem@seznam.cz,734 417 481,http://www.leky-lekarna.cz,Lékárna s OOVL,Ne,Ano,Mgr. Dita Včelová,Tier 2,unknown
80,Lékárna Řepy,04075951,Praha,Žufanova 1114/1,16300,Praha,lekarnarepy@centrum.cz,235 300 556,,Lékárna,Ne,Ano,Mgr. Eva Bydžovská,Tier 1,unknown
80,Lékárna Sámova,29150035,Praha,Sámova 220/4,10100,Praha,leksamova@volny.cz,733 608 905,,Lékárna,Ne,Ano,PharmDr. Petr Slavíček,Tier 1,unknown
80,Lékárna Sano,28570481,Hradec Králové,Kladská 1192/65a,50003,Královéhradecký kraj,eshop@mojelekarna.cz,737 994 450,https://www.mojelekarna.cz,Lékárna (L) s OOVL,Ano,Ano,Mgr. Martina Obrtelová,Tier 2,unknown
80,LÉKÁRNA SANO,25633741,Přerov,Budovatelů 197/6,75002,Olomoucký kraj,prerov@mojelekarna.cz,581 277 956,www.mojelekarna.cz,Lékárna,Ne,Ne,Mgr. Kateřina Dejdarová,Tier 2,unknown
80,Lékárna Slunce,29147042,Zlín,Okružní 5290,76005,Olomoucký kraj,zlin@mojelekarna.cz,577 241 222,mojelekarna.cz,Lékárna,Ne,Ne,Mgr. Jana Valeriánová,Tier 2,unknown
80,Lékárna Spielberk,46978437,Brno,Holandská 873/6,63900,Jihomoravský kraj,info@lekarnaspielberk.cz,605 228 838,,Lékárna,Ne,Ano,Mgr. Lucie Turečková,Tier 1,unknown
80,Lékárna Starochodovská,27635279,Praha,Starochodovská 684/89a,14900,Praha,lekstar@seznam.cz,267 911 330,,Lékárna,Ne,Ano,PharmDr. Lenka Tučková,Tier 1,unknown
80,Lékárna Stříbrníky,45809607,Ústí nad Labem,Stříbrnická 3034/10,40011,Ústecký kraj,lekarna.stribrniky@gmail.com,427 717 213,http://www.stribrniky.cz,Lékárna (L),Ne,Ano,Mgr. Ondřej Němec,Tier 2,unknown
80,Lékárna Studentský dům,69318727,Praha,Bílá 2571/6,16000,Praha,lekarna@lekarnasd.cz,222 766 997,,Lékárna,Ne,Ano,Mgr. Margaréta Synčáková,Tier 1,unknown
80,Lékárna Šibeník,09721754,Olomouc,Na Šibeníku 914/1,77900,Olomoucký kraj,info@lekarnasibenik.cz,736 703 255,www.lekarnasibenik.cz,Lékárna,Ne,Ne,Mgr. Petra Demlová,Tier 2,unknown
80,Lékárna Šumavská,06346227,Plzeň,Šumavská 163/2,30100,Plzeňský kraj,info@lekarnasumavska.cz,724 380 559,,Lékárna,Ne,Ano,PharmDr. Kateřina Schejbalová,Tier 1,unknown
80,Lékárna Terapeut,45195013,Ostrava,Lumírova 639/2,70030,Moravskoslezský kraj,slurp@volny.cz,596 747 066,,Lékárna,Ne,Ano,PharmDr. Martin Vala,Tier 1,unknown
80,Lékárna U Černíků,26948567,Třebíč,Smila Osovského 44/2,67401,Jihomoravský kraj,u_cerniku@quick.cz,568 841 177,http://www.ucerniku.cz/,Lékárna s OOVL,Ne,Ano,PharmDr. Markéta Klímová,Tier 2,unknown
80,Lékárna U Kostela,25633741,Přerov,Kratochvílova 143/13,75002,Olomoucký kraj,prerov2@mojelekarna.cz,581 738 439,mojelekarna.cz,Lékárna,Ne,Ne,Mgr. Marcela Urbanová,Tier 2,unknown
80,Lékárna U krále Jiřího s.r.o.,05604877,Praha,Nové náměstí 1431/20,10400,Praha,ukralejiriho@seznam.cz,267 710 831; 775166366,,Lékárna,Ne,Ano,Mgr. Jana Veselá,Tier 1,unknown
80,Lékárna U Ludmily,48785181,Ostrava,1. československého armádního sboru 1322/2,70800,Moravskoslezský kraj,uludmily@tiscali.cz,596 938 806,,Lékárna,Ne,Ano,Mgr. Lenka Valentová,Tier 1,unknown
80,Lékárna U Matky Boží,71080007,Praha,Seifertova 720/75,13000,Praha,lekarna.umatkybozi@seznam.cz,222 782 522,,Lékárna,Ne,Ano,PharmDr. Monika Marešová,Tier 1,unknown
80,Lékárna U Nemocnice,25875973,Havířov,Dělnická 1485/24a,73601,Moravskoslezský kraj,lekarnaunemocnicehavirov@seznam.cz,596 811 270,,Lékárna,Ano,Ne,PharmDr. Dana Kurečková,Tier 2,unknown
80,Lékárna U Nemocnice,28570481,Tábor,Kpt. Jaroše 2876,39003,Jihočeský kraj,tabor@mojelekarna.cz,381 231 545,www.mojelekarna.cz,Lékárna,Ne,Ne,PharmDr. Ivan Sýkora,Tier 2,unknown
80,LÉKÁRNA U ORLA,49101153,Liberec,nám. Soukenné 114/4,46007,Liberecký kraj,"uorla@uorla.eu, info@uorla.com","730 937 633, 733 129 333",http://www.uorla.com,Lékárna (L),Ne,Ano,PharmDr. Aleš Mareček,Tier 2,unknown
80,Lékárna U Robina,06552251,Praha,Korunní 483/89,13000,Praha,urobina@seznam.cz,776776037,http://www.lekarnafamily.cz,Lékárna (L),Ne,Ne,Mgr. Petra Půlpánová,Tier 1,unknown
80,LÉKÁRNA U RŮŽE,45237506,Olomouc,Hodolanská 27/6,77900,Olomoucký kraj,lekarnauruze@seznam.cz,585 313 393,,Lékárna s OOVL,Ano,Ano,Mgr. Jarmila Škrabalová,Tier 2,unknown
80,Lékárna u sv. Ludmily,24155748,Brandýs nad Labem-Stará Boleslav,Boleslavská 31/4,25001,Středočeský kraj,lekarnaboleslav@seznam.cz,734 854 187,http://www.lekarnaboleslav.cz,Lékárna s OOVL,Ano,Ano,Mgr. Věra Halfarová,Tier 3,unknown
80,Lékárna U SVATÉHO PETRA,29274141,Prostějov,Petrské nám. 2161/5,79601,Zlínský kraj,janalangerova.vl@seznam.cz,607 165 907,www.nej-lekarna.cz,Lékárna,Ne,Ne,Mgr. Jana Kašparová,Tier 2,unknown
80,Lékárna U Vítka,26872935,Ostrava,Třebovická 5114/106,72200,Moravskoslezský kraj,vit.sommer@tiscali.cz,596 960 427,,Lékárna,Ne,Ano,PharmDr. Vít Sommer,Tier 1,unknown
80,Lékárna U Zámku,27664180,Bučovice,Zámecká 550,68501,Jihomoravský kraj,lekarnauzamku@tiscali.cz,"517 333 262 (ZV), 517 380 263",https://lekarnauzamkubucovice.cz/,Lékárna s OOVL,Ano,Ano,Mgr. Pavla Marková,Tier 3,unknown
80,LÉKÁRNA U ZLATÉ HUSY,60750693,Brno,Božetěchova 2737/79,61200,Jihomoravský kraj,zhusabrno@gmail.com,545 215 622,,Lékárna,Ne,Ano,Mgr. Kateřina Muchová,Tier 1,unknown
80,Lékárna U Zlaté koruny,28854772,Žamberk,Náměstí Gen. Knopa 1061,56401,Pardubický kraj,"lekarna.koruna@zamberk.cz, eshop@kapkazdravi.cz",465 614 366,https://www.kapkazdravi.cz,Lékárna (L),Ano,Ano,PharmDr. Radim Thun,Tier 3,unknown
80,Lékárna U zlatého lva,61778508,Plzeň,Čechova 2642/65,30100,Plzeňský kraj,jrehulova@centrum.cz,377 423 113,,Lékárna,Ne,Ano,RNDr. Jana Řehulová,Tier 1,unknown
80,Lékárna V Hloubce,64254305,Turnov,Tázlerova 251,51101,Královéhradecký kraj,lekarnavhloubce@lekarenskyholding.cz,481 311 116,http://www.lekarnaturnov.cz,Lékárna s OOVL,Ano,Ano,PharmDr. Lada Johnová,Tier 3,unknown
80,Lékárna v Husovicích,27717631,Brno,Nováčkova 967/17,61400,Jihomoravský kraj,lekarna.husovice@tiscali.cz,545 574 021,,Lékárna,Ne,Ano,Mgr. Michal Jašek,Tier 1,unknown
80,Lékárna Vltava,10824383,České Budějovice,Fr. Ondříčka 1088/2,37011,Jihočeský kraj,vltava.cb@lekia.cz,383 134 371,www.lekia.cz,Lékárna,Ne,Ne,Mgr. Pavla Foglarová,Tier 2,unknown
80,Lékárna Zdraví Zábřeh,27798062,Zábřeh,Bezručova 2144/1b,78901,Zlínský kraj,lekarna.zdravi@iol.cz,583 455 954,http://www.lekarnazdravi.cz,Lékárna s OOVL,Ano,Ano,PharmDr. Jana Kubíčková,Tier 3,unknown
80,LEKARNA.CZ,25784684,Chrudim,Píšťovy 864,53701,Pardubický kraj,"dotazy@lekarna.cz, lekarna@lekarna.cz",466 444 233,"http://www.lekarna.cz/, http://www.mojalekaren.sk",Lékárna,Ano,Ne,PharmDr. Vladimír Finsterle,Tier 3,unknown
80,Magistra Lékárna Polská,49826352,Kladno,Polská 2334,27201,Středočeský kraj,lekarnapolska@volny.cz,730 840 231,http://www.magistra.cz,Lékárna,Ne,Ne,Mgr. Ivana Kopecká,Tier 2,unknown
